date,EQUITY_A,EQUITY_B,EQUITY_C,DEFENSIVE_D,CYCLICAL_E
2020-08-31,152.976479,127.078913,368.766876,113.993109,236.383003
2020-09-01,150.88972,124.68295,366.754908,114.415379,232.930005
2020-09-02,147.342132,122.391598,358.794368,115.128995,230.567889
2020-09-03,144.183391,121.174337,343.96476,114.113964,225.981852
2020-09-04,145.757323,123.688404,351.663366,114.476516,226.90563
2020-09-07,144.357653,121.965078,346.386196,114.777876,221.793685
2020-09-08,141.692352,122.626569,344.942656,114.467907,215.170754
2020-09-09,140.799863,120.690884,330.738323,113.573001,210.396713
2020-09-10,142.285848,120.623584,339.963818,112.936095,211.786429
2020-09-11,141.366066,123.314689,339.068535,111.801954,216.903951
2020-09-14,147.049674,125.571216,337.709777,112.768447,219.487369
2020-09-15,147.744136,128.857912,351.324135,112.942597,225.803098
2020-09-16,149.97576,130.690224,352.927246,111.976111,220.355811
2020-09-17,151.051701,129.179112,351.163523,111.97785,219.361074
2020-09-18,150.998796,127.631045,337.267586,111.5612,221.50227
2020-09-21,150.181994,125.086598,331.517789,112.013595,224.176453
2020-09-22,149.474375,126.097624,321.856047,111.83837,231.638688
2020-09-23,146.487955,124.147493,315.613655,111.443921,228.308954
2020-09-24,146.604799,123.16423,304.075773,111.686169,226.636401
2020-09-25,144.907306,124.853939,311.609655,111.684924,226.078643
2020-09-28,147.206263,125.901466,312.932676,112.475223,228.151915
2020-09-29,144.113337,124.523348,308.422276,111.924613,224.434794
2020-09-30,146.850135,126.381562,315.452752,114.383231,231.011439
2020-10-01,147.699048,127.245246,329.289424,116.263454,235.437946
2020-10-02,150.04723,127.072404,342.683045,116.077499,243.123521
2020-10-05,155.32381,127.010139,355.342576,118.568635,245.244894
2020-10-06,155.072997,127.353296,360.287825,117.655859,237.481765
2020-10-07,151.310615,127.282183,340.049128,115.264572,227.786367
2020-10-08,151.13927,126.520763,341.170561,114.123326,234.674254
2020-10-09,154.049495,125.563343,356.60297,116.806571,237.77936
2020-10-12,158.452888,128.691826,361.638366,117.851459,245.950673
2020-10-13,154.914766,127.012968,349.729217,118.004603,236.941713
2020-10-14,152.015273,122.612382,332.017288,116.556463,228.067746
2020-10-15,158.2225,127.77308,337.68955,117.598818,238.269627
2020-10-16,160.272741,128.880807,342.44963,120.174442,242.336984
2020-10-19,154.773213,124.32772,334.018702,117.841532,235.665356
2020-10-20,154.759499,125.294478,338.519083,116.801635,239.08921
2020-10-21,157.840283,130.293453,342.883024,116.22869,246.434634
2020-10-22,160.557539,131.356885,347.795738,116.633539,247.482398
2020-10-23,159.862786,132.436002,338.952443,117.998636,253.58423
2020-10-26,160.387226,134.432447,333.923784,115.897203,254.851468
2020-10-27,164.280544,137.446639,337.163141,115.998764,254.486808
2020-10-28,159.062513,136.174136,325.417909,115.641714,257.415533
2020-10-29,161.332224,137.354919,337.308491,116.960492,262.802138
2020-10-30,159.350122,133.304738,335.618661,114.08825,255.149388
2020-11-02,153.522251,133.271378,324.100145,114.322968,253.239943
2020-11-03,153.229302,135.91001,328.586023,115.348115,257.941022
2020-11-04,151.682814,133.49737,307.37663,114.1699,252.429903
2020-11-05,151.89658,131.488139,306.191016,114.942827,249.524954
2020-11-06,150.998401,132.385338,303.384001,114.502877,250.323968
2020-11-09,142.953985,127.535154,288.146341,113.347735,240.496019
2020-11-10,139.911618,126.822355,284.455321,112.44149,232.965279
2020-11-11,141.090424,127.583964,275.696715,112.527569,228.99445
2020-11-12,140.786586,125.077611,277.980746,113.024485,226.990178
2020-11-13,137.419155,122.041198,268.51033,112.840284,217.062894
2020-11-16,140.002876,126.097289,277.724979,114.162848,231.033428
2020-11-17,139.75473,124.454832,273.055329,113.131557,229.185716
2020-11-18,135.891304,124.601581,265.066083,112.590927,224.517799
2020-11-19,134.335812,124.976766,270.775588,113.003873,225.701363
2020-11-20,132.996925,124.0905,278.08452,112.470991,219.924346
2020-11-23,132.21856,123.166698,279.128589,114.306959,226.871102
2020-11-24,131.651307,123.302859,278.539419,115.369859,229.987428
2020-11-25,132.17796,124.807246,279.177565,114.774195,232.497446
2020-11-26,135.273849,129.923177,279.805479,114.523022,227.378083
2020-11-27,136.570197,125.934424,278.052715,114.811515,219.909074
2020-11-30,139.065617,125.903648,286.692813,117.216855,226.022596
2020-12-01,133.522776,123.950511,275.837003,116.57081,218.301286
2020-12-02,136.610876,123.921689,288.327731,115.354383,217.639171
2020-12-03,136.11344,123.921769,276.049591,116.62462,209.535221
2020-12-04,134.415793,123.93973,271.212045,114.671561,211.072039
2020-12-07,136.587077,123.419085,274.908049,115.04837,208.671492
2020-12-08,139.796484,126.028156,283.436026,115.063705,206.160068
2020-12-09,142.333692,128.521245,291.866851,116.906199,213.996706
2020-12-10,142.767775,127.1161,283.751715,115.564864,209.813211
2020-12-11,144.349447,127.197919,286.5335,115.108344,199.059986
2020-12-14,142.318569,122.429345,280.901281,113.875004,197.534443
2020-12-15,144.09718,121.16807,294.345783,115.163816,207.728928
2020-12-16,143.608585,121.110512,291.874514,116.405655,209.011758
2020-12-17,143.344524,119.570285,292.591772,116.403114,200.609807
2020-12-18,142.339582,117.500742,282.396754,116.822203,196.290558
2020-12-21,139.972053,117.375504,273.730766,117.616946,194.712293
2020-12-22,137.375358,116.471277,282.966842,117.785248,198.239083
2020-12-23,137.663169,118.619104,286.526716,117.816107,193.323357
2020-12-24,141.258435,120.614877,297.542371,119.516045,199.92151
2020-12-25,142.466449,119.470245,311.913991,120.557013,199.033945
2020-12-28,141.969896,119.260547,314.909301,120.320151,202.816888
2020-12-29,145.783978,118.394806,326.915324,121.742813,205.374989
2020-12-30,142.774234,117.608793,315.169158,120.279745,198.645308
2020-12-31,145.886529,117.034199,320.768196,121.907628,200.942778
2021-01-01,144.448825,115.642922,299.681666,120.661839,196.04083
2021-01-04,144.600585,118.667876,313.608259,121.2503,198.413977
2021-01-05,143.934419,119.460441,314.178769,120.950355,198.672935
2021-01-06,138.781445,116.744105,308.039799,121.242207,194.927538
2021-01-07,135.960313,117.217057,310.605753,120.735192,192.903661
2021-01-08,135.04044,117.911353,298.312171,120.352905,199.458569
2021-01-11,135.815748,117.93328,297.105985,120.967021,198.472521
2021-01-12,137.658748,118.353929,306.824417,120.305214,199.839524
2021-01-13,142.362914,118.502225,303.337362,120.575865,199.756549
2021-01-14,140.273792,116.610853,302.808645,120.905643,189.720687
2021-01-15,138.379953,116.627559,304.010471,120.155789,183.526761
2021-01-18,137.705176,115.201988,294.894579,119.096553,179.891789
2021-01-19,139.798801,115.076398,307.080433,120.605538,188.655202
2021-01-20,141.071007,114.02005,290.05838,120.649591,194.520533
2021-01-21,139.48035,113.836523,293.931267,118.420504,191.329978
2021-01-22,138.08634,111.655079,288.674346,118.352309,183.378902
2021-01-25,136.514192,109.677939,277.351979,115.973563,181.174908
2021-01-26,136.264324,109.752598,265.846973,117.264687,178.932558
2021-01-27,139.070264,112.471738,292.774861,120.652123,189.141366
2021-01-28,141.08245,112.828109,308.523284,121.555515,190.325488
2021-01-29,143.898336,112.836947,307.492631,123.342315,190.32571
2021-02-01,142.844358,113.661677,305.245588,125.062056,191.612118
2021-02-02,146.20494,112.532862,306.544367,125.986947,190.883115
2021-02-03,145.251468,112.758791,301.208991,125.692463,188.0581
2021-02-04,145.857854,111.407404,292.1718,125.49073,192.767323
2021-02-05,146.279456,110.550624,291.680508,122.080256,192.865583
2021-02-08,149.385694,111.423012,293.526769,125.290825,192.836708
2021-02-09,146.217093,110.683963,293.946394,124.879231,193.22781
2021-02-10,148.2769,110.511062,298.114955,125.600533,198.200991
2021-02-11,147.167803,111.350253,302.460059,125.896035,196.628057
2021-02-12,147.112049,109.652277,301.75863,123.834984,192.24322
2021-02-15,150.10848,112.078042,310.091759,124.4695,195.733513
2021-02-16,147.858807,113.331401,302.537043,124.306921,194.45333
2021-02-17,149.986262,113.367374,312.590389,124.45533,193.89083
2021-02-18,149.200337,113.705222,320.873925,124.748109,200.034888
2021-02-19,147.367924,112.762729,306.312254,123.787054,191.153062
2021-02-22,151.153009,116.295894,317.550059,126.18776,198.461804
2021-02-23,147.747956,115.081896,299.87467,125.383726,197.582527
2021-02-24,142.616037,113.563356,289.976726,123.911308,191.741557
2021-02-25,140.978017,113.286667,301.768467,123.113387,189.981045
2021-02-26,143.778583,113.291092,308.133219,122.749622,189.97959
2021-03-01,146.800833,114.198909,303.192034,124.50283,190.873382
2021-03-02,149.131959,113.320668,307.284976,124.443575,196.629984
2021-03-03,146.632363,112.654486,299.593606,122.762845,189.767834
2021-03-04,142.676208,112.798853,303.23529,123.886744,189.053013
2021-03-05,144.679232,114.778236,311.289617,125.160853,189.375133
2021-03-08,149.462111,114.092635,319.194912,124.983986,196.505082
2021-03-09,149.472696,112.846935,326.361097,124.353289,201.687165
2021-03-10,153.428593,109.415736,317.87028,123.826739,199.929777
2021-03-11,151.592157,108.798427,312.894909,124.753482,199.904287
2021-03-12,153.373356,110.073371,315.976018,125.517108,204.354944
2021-03-15,155.530499,110.639688,319.170964,123.164445,206.445701
2021-03-16,154.766478,109.115503,327.649926,125.72845,198.714116
2021-03-17,154.195007,110.396589,333.988907,125.722464,201.063725
2021-03-18,153.572742,110.385785,323.282051,125.619897,192.487314
2021-03-19,151.785345,110.779019,318.555671,125.493552,196.454813
2021-03-22,149.111387,111.246468,317.378547,127.285267,197.197726
2021-03-23,148.896911,112.27551,320.010658,128.373209,199.057889
2021-03-24,148.277324,110.068693,320.361425,127.171819,196.635783
2021-03-25,147.947289,109.725366,311.213781,128.305856,199.122551
2021-03-26,150.492127,108.93903,314.310076,128.026262,201.401507
2021-03-29,152.24189,109.996793,308.356479,128.282986,203.626281
2021-03-30,151.708252,109.078848,306.519238,127.623552,202.714868
2021-03-31,153.01874,110.216403,308.405223,127.413386,211.097666
2021-04-01,149.369527,108.857328,291.478167,126.802913,206.935681
2021-04-02,146.246991,108.417657,305.583191,127.603798,205.236034
2021-04-05,145.736092,108.971592,307.710396,127.650317,203.757661
2021-04-06,145.869211,109.54294,310.665837,127.54306,204.025896
2021-04-07,142.72976,109.137331,309.71349,125.83382,201.671612
2021-04-08,143.433539,107.454224,308.179793,124.941306,205.1496
2021-04-09,143.335435,106.71183,318.101692,124.795578,205.366121
2021-04-12,140.631088,109.023844,331.230268,126.636491,202.701229
2021-04-13,142.036003,108.753599,334.032949,127.655778,210.121772
2021-04-14,142.021215,108.070944,350.881299,129.218599,207.131853
2021-04-15,144.613732,108.688892,352.395865,129.905367,209.159764
2021-04-16,148.51453,109.909684,350.690504,129.420508,211.793777
2021-04-19,150.095234,111.623397,348.054057,129.757441,214.585163
2021-04-20,154.790142,113.752931,342.441293,130.889776,216.136045
2021-04-21,159.10473,116.101748,349.260991,131.628547,222.726232
2021-04-22,162.076468,118.680837,370.136051,133.639084,230.939647
2021-04-23,164.763355,118.336818,358.690903,132.487557,227.602609
2021-04-26,163.260763,117.387295,355.93177,132.129187,223.828675
2021-04-27,160.455303,115.930608,347.273493,132.518859,223.343377
2021-04-28,163.073613,114.223896,345.065801,133.260826,220.472733
2021-04-29,163.182479,114.550947,343.491274,134.332993,222.864073
2021-04-30,166.042882,115.402224,344.319025,134.571231,218.235758
2021-05-03,167.309619,114.600693,346.893456,136.088719,215.76516
2021-05-04,171.919968,113.954869,338.152148,134.909738,220.97904
2021-05-05,170.48688,113.500414,344.495783,134.514209,217.616593
2021-05-06,167.460491,112.116953,332.181273,132.907597,210.379967
2021-05-07,173.526532,112.861549,343.329229,135.607441,212.484838
2021-05-10,173.645135,113.611849,344.232739,136.52036,212.210448
2021-05-11,173.430029,112.909993,333.279368,136.930697,209.329142
2021-05-12,176.642737,115.061046,336.846789,137.149768,209.704209
2021-05-13,171.198949,110.931304,332.367939,136.457801,209.061294
2021-05-14,172.269172,111.903559,340.26115,137.565357,212.997701
2021-05-17,172.422395,110.170877,335.5963,136.821071,215.341926
2021-05-18,172.818092,107.225103,324.175783,137.057028,218.179624
2021-05-19,180.579322,106.497433,321.962305,136.902849,217.408228
2021-05-20,185.172285,106.04357,330.666475,138.170753,212.800939
2021-05-21,181.463168,106.852179,330.496813,137.162542,212.580905
2021-05-24,180.183714,106.546822,341.811618,139.290084,213.190553
2021-05-25,180.632615,106.615782,335.097466,138.976911,214.305415
2021-05-26,185.970534,108.072176,347.324675,139.535721,214.377257
2021-05-27,186.439883,107.576729,351.307148,141.500918,211.822142
2021-05-28,191.644148,108.689439,366.035497,143.039814,221.094371
2021-05-31,189.902384,107.065755,375.660467,142.680945,223.646514
2021-06-01,190.080797,105.73939,381.190588,142.360411,226.071961
2021-06-02,191.361728,107.189626,395.365879,143.584704,229.11669
2021-06-03,190.042672,105.09797,371.038542,141.328547,215.552131
2021-06-04,191.011272,106.087279,377.900365,143.453276,212.484727
2021-06-07,189.998006,106.238681,369.949092,143.01167,212.940327
2021-06-08,190.168143,106.13133,377.800566,144.216018,220.465536
2021-06-09,190.654086,106.047058,365.824995,143.106128,220.906878
2021-06-10,187.315646,106.120088,374.39526,143.585038,219.393891
2021-06-11,187.631587,103.571657,370.806029,142.083141,217.902842
2021-06-14,188.61197,102.198221,336.137592,139.903015,216.291032
2021-06-15,183.6454,99.802136,337.776298,139.91958,212.664887
2021-06-16,182.200326,97.176641,343.871981,140.903901,212.636604
2021-06-17,183.352465,96.083493,331.171456,140.640278,210.342095
2021-06-18,186.566075,95.116595,320.895117,141.958787,217.417714
2021-06-21,190.983828,94.227852,310.087137,141.606324,225.251156
2021-06-22,194.294348,92.896024,300.691709,144.253285,223.645207
2021-06-23,200.951001,94.293036,295.69973,143.387412,223.232854
2021-06-24,202.200961,96.272653,298.226467,145.198775,221.011809
2021-06-25,197.94808,97.077499,299.740957,145.04529,218.749166
2021-06-28,198.224939,98.110844,301.667804,146.754415,217.810702
2021-06-29,197.351017,98.427102,314.543828,146.075488,224.948061
2021-06-30,195.147683,99.882667,307.668634,144.372677,221.696621
2021-07-01,201.334226,101.753216,328.651898,145.796154,227.953195
2021-07-02,199.636566,102.122201,323.530146,143.639221,228.003422
2021-07-05,196.393432,101.321042,326.399309,140.999723,221.014326
2021-07-06,197.66194,102.526079,327.97795,142.199197,216.122738
2021-07-07,196.944253,100.967497,331.666148,141.976138,212.847081
2021-07-08,203.572173,102.319771,325.510541,142.629022,211.351723
2021-07-09,203.064067,102.502662,314.971601,142.461174,211.067235
2021-07-12,205.256664,102.247727,312.875375,142.776864,213.078765
2021-07-13,211.431649,105.034593,315.168474,143.407763,221.837201
2021-07-14,210.001938,104.992457,318.136642,145.051428,218.098831
2021-07-15,208.178868,107.25463,313.92959,144.855762,222.542297
2021-07-16,209.803473,107.24777,316.145712,143.73855,228.94336
2021-07-19,206.485639,109.349096,338.713348,144.049585,226.174469
2021-07-20,209.830232,106.744659,342.926249,144.941865,223.686764
2021-07-21,211.856949,105.124008,338.949884,143.852762,218.793873
2021-07-22,212.225198,106.178558,328.718495,144.936083,219.718668
2021-07-23,210.531953,108.145323,339.715622,145.759218,215.439861
2021-07-26,216.664838,108.207381,339.148766,147.78806,212.362216
2021-07-27,212.206348,107.452564,337.455838,146.371657,210.191531
2021-07-28,207.121044,106.511142,337.073774,147.979829,205.837567
2021-07-29,207.305671,107.652092,354.954496,150.360114,212.057474
2021-07-30,205.494456,108.979765,351.306023,147.693657,207.124938
2021-08-02,203.973245,108.306505,329.622398,145.871496,204.923573
2021-08-03,197.131982,106.709059,326.065664,146.501947,206.274922
2021-08-04,196.437818,106.929279,333.051567,144.50243,206.261301
2021-08-05,198.521402,109.173707,359.610461,145.336423,204.667382
2021-08-06,199.834041,110.767466,360.874734,146.352643,207.60665
2021-08-09,196.973704,110.317607,348.030897,146.620217,212.830536
2021-08-10,201.327471,110.859723,361.478786,147.879993,214.759252
2021-08-11,197.230173,111.130779,361.453174,146.664019,219.643434
2021-08-12,193.381836,112.531972,358.090633,147.615004,221.204549
2021-08-13,194.620023,112.451794,359.000044,149.59524,219.068026
2021-08-16,192.050287,112.616471,337.881926,149.071586,212.258418
2021-08-17,190.611333,112.909791,328.150043,146.169864,204.847588
2021-08-18,191.444102,112.552099,329.687995,145.57291,199.302721
2021-08-19,185.763295,110.67354,325.32264,145.409314,192.88522
2021-08-20,189.28294,113.277791,323.243662,145.908453,198.226572
2021-08-23,190.961434,113.391009,320.699378,145.782808,202.138551
2021-08-24,195.300151,113.834687,333.837008,144.044885,204.976966
2021-08-25,190.87902,112.638682,329.189285,142.505814,211.798749
2021-08-26,187.81784,113.335394,341.34326,141.44123,212.206397
2021-08-27,184.99136,111.085878,332.501356,140.052464,213.153136
2021-08-30,186.834071,113.038114,326.86774,140.613881,216.52999
2021-08-31,192.377489,113.731323,335.405027,144.182579,217.678043
2021-09-01,190.889485,112.467691,332.768822,141.032896,218.172745
2021-09-02,196.973725,114.073679,330.463384,142.231458,224.229208
2021-09-03,197.318607,113.813541,332.477191,142.694877,229.714058
2021-09-06,191.712374,111.800716,334.45332,141.675987,221.74747
2021-09-07,192.882213,113.256913,338.063205,140.788419,225.77179
2021-09-08,193.136094,111.821729,325.241929,141.981608,221.786463
2021-09-09,193.312621,110.435058,316.208509,139.760046,215.258872
2021-09-10,189.938676,109.774331,315.806388,139.563728,214.261115
2021-09-13,191.942552,109.001133,313.671547,141.534101,219.434711
2021-09-14,187.662803,107.986396,305.428089,140.850067,215.738947
2021-09-15,192.876596,107.216628,311.421488,139.736902,215.352406
2021-09-16,192.958466,105.995253,325.242778,139.693954,211.111153
2021-09-17,194.080043,105.634508,337.908103,140.091934,209.130751
2021-09-20,195.899736,104.662194,342.664798,140.842077,209.58479
2021-09-21,194.956479,104.151348,334.722233,137.965162,204.88666
2021-09-22,200.007079,103.829865,343.98102,138.089823,215.24749
2021-09-23,204.127302,106.088064,354.023828,138.325251,218.480358
2021-09-24,209.189365,107.606524,379.854657,139.420331,214.805212
2021-09-27,210.685042,109.487289,391.550923,141.835421,217.781166
2021-09-28,207.763799,109.888684,390.161205,140.693165,211.946577
2021-09-29,212.029053,109.97236,380.800751,138.906617,209.923052
2021-09-30,211.598263,111.182081,394.178551,140.033498,205.784542
2021-10-01,211.897613,110.502293,388.520451,137.731322,199.958889
2021-10-04,209.197673,109.937718,392.585849,139.818303,203.692372
2021-10-05,213.127392,112.544898,398.163303,142.185438,216.014113
2021-10-06,209.060541,110.947562,374.7055,140.494876,210.465615
2021-10-07,216.729755,111.369168,377.570589,140.473046,206.712825
2021-10-08,218.771739,111.738242,388.891742,142.026343,207.867178
2021-10-11,217.129568,110.62751,380.069244,138.154276,205.482745
2021-10-12,222.145553,111.947724,391.437772,138.041081,200.439395
2021-10-13,222.790149,113.554126,404.679196,138.047131,206.632821
2021-10-14,220.624196,114.109454,392.114681,138.516441,207.148788
2021-10-15,225.325953,113.475178,392.392011,140.436954,211.125737
2021-10-18,227.712399,115.102555,402.821602,140.42425,216.789029
2021-10-19,227.010807,114.166263,405.00227,142.404123,219.758116
2021-10-20,222.429035,112.718021,394.982589,139.079725,213.378205
2021-10-21,230.567034,116.026126,422.142561,141.422139,221.795797
2021-10-22,228.436892,113.784374,422.89441,141.610018,227.997047
2021-10-25,221.949036,112.838788,427.599474,143.028676,225.371751
2021-10-26,223.680359,111.782181,421.991419,141.813969,224.126583
2021-10-27,223.336155,110.355469,413.318017,142.791994,225.345462
2021-10-28,227.29987,109.121172,415.023101,141.951486,233.082602
2021-10-29,228.078731,110.082952,394.32102,139.94209,233.061743
2021-11-01,229.330888,108.801776,390.449813,140.734733,225.544511
2021-11-02,220.438823,106.786127,373.438339,139.55013,219.411681
2021-11-03,220.901174,109.20321,379.102111,139.294482,217.456712
2021-11-04,220.431992,111.096458,379.230615,138.845305,217.978315
2021-11-05,217.827428,111.396862,372.607425,138.92025,219.400918
2021-11-08,223.59796,111.18125,368.298907,141.393868,222.275072
2021-11-09,218.240202,110.603053,368.113081,140.880325,219.205242
2021-11-10,211.101245,110.490992,357.211621,139.41131,214.969803
2021-11-11,210.462355,112.36153,356.65374,138.234956,210.434231
2021-11-12,214.860319,114.758105,358.37065,139.66633,208.422996
2021-11-15,211.08488,113.471809,352.927555,139.454367,206.692711
2021-11-16,208.398206,112.700618,343.122062,139.220183,203.793856
2021-11-17,204.898793,111.100812,339.169283,137.68308,197.815409
2021-11-18,209.227798,111.044788,345.165901,138.61891,199.503695
2021-11-19,211.708828,113.356346,344.345969,138.864523,197.668581
2021-11-22,212.702322,112.86127,353.907688,136.808955,197.436611
2021-11-23,209.58099,108.482198,340.884786,136.643711,192.996884
